Replicon Accession,Start,End,Size,GI Prediction Program
NC_008611.1,3588934,3597094,8160,islandpick
NC_008463.1,1801156,1811032,9876,islandpick
NC_008463.1,1924272,1941371,17099,islandpick
NC_008463.1,2474709,2486276,11567,islandpick
NC_008463.1,2847774,2861015,13241,islandpick
NC_008463.1,2926971,2936879,9908,islandpick
NC_008463.1,3778540,3794412,15872,islandpick
NC_008463.1,4313536,4326917,13381,islandpick
NC_008463.1,4860218,4872744,12526,islandpick
NC_008463.1,4873469,4891796,18327,islandpick
NC_008463.1,5347270,5355678,8408,islandpick
NC_009656.1,123618,135794,12176,islandpick
NC_009656.1,139982,150812,10830,islandpick
NC_009656.1,1431161,1439950,8789,islandpick
NC_009656.1,2418361,2441774,23413,islandpick
NC_009656.1,2521477,2539656,18179,islandpick
NC_009656.1,3138606,3154616,16010,islandpick
NC_009656.1,3155201,3163751,8550,islandpick
NC_009656.1,3165393,3180080,14687,islandpick
NC_009656.1,3829542,3849900,20358,islandpick
NC_009656.1,3852604,3866229,13625,islandpick
NC_009656.1,5486011,5498442,12431,islandpick
NC_009656.1,5503315,5512543,9228,islandpick
NC_009656.1,6250213,6267459,17246,islandpick
NC_009698.1,868052,878151,10099,islandpick
NC_010516.1,1490987,1501512,10525,islandpick
NC_010516.1,2333970,2344977,11007,islandpick
NC_009801.1,239229,250122,10893,islandpick
NC_009801.1,1399961,1414288,14327,islandpick
NC_009801.1,1437189,1448314,11125,islandpick
NC_009801.1,1701183,1709444,8261,islandpick
NC_009801.1,2172995,2221099,48104,islandpick
NC_009801.1,3328173,3341172,12999,islandpick
NC_009801.1,3372993,3397394,24401,islandpick
NC_009697.1,867885,877984,10099,islandpick
NC_009697.1,3119798,3128306,8508,islandpick
NC_009495.1,1822688,1831189,8501,islandpick
NC_009495.1,1833499,1842097,8598,islandpick
NC_009495.1,2481033,2499876,18843,islandpick
NC_010520.1,2126630,2134862,8232,islandpick
NC_009699.1,2264746,2273561,8815,islandpick
NC_009699.1,2533723,2546013,12290,islandpick
NC_009699.1,2548606,2559915,11309,islandpick
NC_009699.1,2560132,2568434,8302,islandpick
NC_009800.1,345430,355371,9941,islandpick
NC_009800.1,2064786,2081821,17035,islandpick
NC_009800.1,2143074,2152284,9210,islandpick
NC_008595.1,1422167,1441405,19238,islandpick
NC_008595.1,1977459,1990545,13086,islandpick
NC_008595.1,5173495,5183749,10254,islandpick
NC_008595.1,5184253,5195298,11045,islandpick
NC_008595.1,5200966,5216954,15988,islandpick
NC_008595.1,5229454,5245185,15731,islandpick
AC_000091.1,2754785,2768394,13609,islandpick
AC_000091.1,4514467,4523153,8686,islandpick
NC_010473.1,513115,525666,12551,islandpick
NC_010473.1,627606,638926,11320,islandpick
NC_010473.1,2845916,2855144,9228,islandpick
NC_009342.1,178263,188128,9865,islandpick
NC_009342.1,471691,490825,19134,islandpick
NC_009342.1,599593,611763,12170,islandpick
NC_009342.1,2071925,2109577,37652,islandpick
NC_009342.1,2413611,2421710,8099,islandpick
NC_009342.1,2525520,2541790,16270,islandpick
NC_009342.1,3167618,3177659,10041,islandpick
NC_003912.7,207010,237147,30137,islandpick
NC_003912.7,1028497,1052331,23834,islandpick
NC_003912.7,1061177,1071498,10321,islandpick
NC_003912.7,1335720,1346702,10982,islandpick
NC_003912.7,1346923,1370263,23340,islandpick
NC_008563.1,241955,250332,8377,islandpick
NC_008563.1,295124,313742,18618,islandpick
NC_008563.1,1195789,1215854,20065,islandpick
NC_008563.1,1346401,1362181,15780,islandpick
NC_008563.1,2740481,2750883,10402,islandpick
NC_008563.1,3315878,3325238,9360,islandpick
NC_008563.1,4743684,4754679,10995,islandpick
NC_008563.1,5022455,5038543,16088,islandpick
NC_010612.1,1703711,1714688,10977,islandpick
NC_010612.1,1722677,1733060,10383,islandpick
NC_010612.1,1736043,1757046,21003,islandpick
NC_010612.1,1760788,1770102,9314,islandpick
NC_010612.1,2795090,2809572,14482,islandpick
NC_010612.1,3815686,3827611,11925,islandpick
NC_010612.1,3827667,3843032,15365,islandpick
NC_010612.1,3861716,3880469,18753,islandpick
NC_010612.1,3986249,4005570,19321,islandpick
NC_010612.1,4026137,4035269,9132,islandpick
NC_010612.1,4187670,4211784,24114,islandpick
NC_010612.1,4390209,4400274,10065,islandpick
NC_010612.1,4412195,4426463,14268,islandpick
NC_010612.1,4692955,4703710,10755,islandpick
NC_010612.1,4708110,4720844,12734,islandpick
NC_010612.1,4817155,4845662,28507,islandpick
NC_010612.1,4848095,4869672,21577,islandpick
NC_010612.1,5433333,5447894,14561,islandpick
NC_010612.1,5460061,5470767,10706,islandpick
NC_002944.2,1877242,1886352,9110,islandpick
NC_002944.2,4146327,4159661,13334,islandpick
NC_002944.2,4159963,4183561,23598,islandpick
NC_010498.1,955639,970305,14666,islandpick
NC_010498.1,1123777,1135740,11963,islandpick
NC_010498.1,2283082,2291894,8812,islandpick
NC_010498.1,4896420,4906791,10371,islandpick
NC_010498.1,4910929,4941189,30260,islandpick
NC_009707.1,232860,247293,14433,islandpick
NC_009707.1,297612,317168,19556,islandpick
NC_009707.1,321855,348764,26909,islandpick
NC_009707.1,353516,369888,16372,islandpick
NC_009707.1,501192,517087,15895,islandpick
NC_009707.1,611424,622560,11136,islandpick
NC_009707.1,622669,647204,24535,islandpick
NC_009707.1,649691,666012,16321,islandpick
NC_009707.1,750896,778684,27788,islandpick
NC_009707.1,816446,852798,36352,islandpick
NC_009707.1,853069,864541,11472,islandpick
NC_009707.1,925017,933993,8976,islandpick
NC_009707.1,1101359,1127123,25764,islandpick
NC_009707.1,1128650,1147199,18549,islandpick
NC_009707.1,1180854,1191093,10239,islandpick
NC_009707.1,1333344,1360476,27132,islandpick
NC_009707.1,1439192,1450669,11477,islandpick
NC_009707.1,1458996,1467473,8477,islandpick
NC_009707.1,1467749,1482172,14423,islandpick
NC_009707.1,1498886,1514423,15537,islandpick
NC_009707.1,1582494,1591029,8535,islandpick
NC_000913.2,289660,297702,8042,islandpick
NC_000913.2,2754151,2766805,12654,islandpick
NC_000913.2,4507810,4516496,8686,islandpick
NC_000913.2,4517263,4530588,13325,islandpick
NC_006351.1,2219010,2242587,23577,islandpick
NC_006351.1,2792233,2810342,18109,islandpick
NC_006351.1,2811532,2823368,11836,islandpick
NC_007650.1,385245,411560,26315,islandpick
NC_007650.1,428324,438451,10127,islandpick
NC_007650.1,1072469,1081125,8656,islandpick
NC_007650.1,1087398,1117686,30288,islandpick
NC_007650.1,1216836,1242328,25492,islandpick
NC_007650.1,1905247,1914301,9054,islandpick
NC_007650.1,1985733,1994334,8601,islandpick
NC_007650.1,2029915,2039160,9245,islandpick
NC_007435.1,202059,233755,31696,islandpick
NC_007435.1,248791,266000,17209,islandpick
NC_007435.1,900353,923864,23511,islandpick
NC_007435.1,1455152,1465275,10123,islandpick
NC_007435.1,1478990,1488597,9607,islandpick
NC_010557.1,764400,775700,11300,islandpick
NC_010557.1,775744,790287,14543,islandpick
NC_010557.1,803113,816024,12911,islandpick
NC_010557.1,964881,975365,10484,islandpick
NC_010557.1,1044814,1055914,11100,islandpick
NC_009075.1,2278864,2295230,16366,islandpick
NC_009078.1,576123,589282,13159,islandpick
NC_009078.1,1843849,1867929,24080,islandpick
NC_009078.1,2169916,2196766,26850,islandpick
NC_009078.1,2744983,2760722,15739,islandpick
NC_010552.1,590473,598611,8138,islandpick
NC_010552.1,1717248,1726971,9723,islandpick
NC_010552.1,1963425,1974520,11095,islandpick
NC_010552.1,2465970,2475701,9731,islandpick
NC_010552.1,2490036,2499844,9808,islandpick
NC_008061.1,2144915,2158788,13873,islandpick
NC_008544.1,825415,833857,8442,islandpick
NC_010512.1,870621,882077,11456,islandpick
NC_010512.1,888238,900294,12056,islandpick
NC_010512.1,912345,921448,9103,islandpick
NC_010512.1,927489,940679,13190,islandpick
NC_010512.1,952628,971510,18882,islandpick
NC_010512.1,1007028,1023616,16588,islandpick
NC_010512.1,1031930,1049674,17744,islandpick
NC_008543.1,110986,122080,11094,islandpick
NC_008392.1,392353,430379,38026,islandpick
NC_008392.1,447216,479734,32518,islandpick
NC_008392.1,689719,710604,20885,islandpick
NC_008392.1,1098147,1140045,41898,islandpick
NC_008392.1,1140104,1153173,13069,islandpick
NC_008392.1,1159102,1170928,11826,islandpick
NC_008392.1,1183244,1203310,20066,islandpick
NC_009256.1,1266334,1275177,8843,islandpick
NC_009256.1,1282077,1290217,8140,islandpick
NC_009256.1,1384767,1394420,9653,islandpick
NC_009256.1,2183688,2194663,10975,islandpick
NC_009256.1,2195121,2298627,103506,islandpick
NC_009256.1,2299353,2317678,18325,islandpick
NC_009256.1,2317920,2337067,19147,islandpick
NC_009256.1,2337093,2352602,15509,islandpick
NC_009256.1,2352623,2372056,19433,islandpick
NC_009256.1,2373274,2403836,30562,islandpick
NC_009256.1,2952629,2973596,20967,islandpick
NC_009256.1,2974468,2982731,8263,islandpick
NC_009256.1,3553658,3578111,24453,islandpick
NC_009256.1,3578395,3592660,14265,islandpick
NC_009256.1,3599765,3616383,16618,islandpick
NC_010084.1,547958,558752,10794,islandpick
NC_010084.1,2490210,2500595,10385,islandpick
NC_010084.1,2532556,2543040,10484,islandpick
NC_010084.1,2831186,2843435,12249,islandpick
NC_010515.1,1227519,1238429,10910,islandpick
NC_010515.1,1426416,1443876,17460,islandpick
NC_010515.1,1629920,1643859,13939,islandpick
NC_010515.1,1644979,1671729,26750,islandpick
NC_010515.1,1677815,1698147,20332,islandpick
NC_010515.1,1703026,1720810,17784,islandpick
NC_010515.1,3080959,3113325,32366,islandpick
NC_008391.1,1233836,1244746,10910,islandpick
NC_009076.1,1396003,1404392,8389,islandpick
NC_009076.1,3573318,3585665,12347,islandpick
NC_008060.1,316791,325161,8370,islandpick
NC_008060.1,1429645,1461777,32132,islandpick
NC_008060.1,1491646,1509548,17902,islandpick
NC_008060.1,1521249,1529419,8170,islandpick
NC_008060.1,1550123,1571961,21838,islandpick
NC_008060.1,1586748,1606893,20145,islandpick
NC_008060.1,1612410,1648736,36326,islandpick
NC_008060.1,1672260,1684139,11879,islandpick
NC_008060.1,1684758,1724821,40063,islandpick
NC_008060.1,1729554,1739259,9705,islandpick
NC_009074.1,1965988,1989921,23933,islandpick
NC_009074.1,2920487,2930509,10022,islandpick
NC_009074.1,3174516,3186911,12395,islandpick
NC_010167.1,1098471,1123199,24728,islandpick
NC_010167.1,1124719,1161178,36459,islandpick
NC_010167.1,1186315,1210728,24413,islandpick
NC_010167.1,1225317,1297580,72263,islandpick
NC_009504.1,507058,519790,12732,islandpick
NC_010508.1,203086,215347,12261,islandpick
NC_010508.1,1881466,1891752,10286,islandpick
NC_010508.1,1892169,1912344,20175,islandpick
NC_008542.1,172014,180636,8622,islandpick
NC_008542.1,190392,210597,20205,islandpick
NC_008390.1,2160521,2170435,9914,islandpick
NC_009080.1,2268022,2300118,32096,islandpick
NC_007510.1,1901832,1910083,8251,islandpick
NC_007510.1,1911559,1924529,12970,islandpick
NC_007510.1,1935771,1961533,25762,islandpick
NC_007510.1,1961586,1996631,35045,islandpick
NC_007510.1,3345457,3364671,19214,islandpick
NC_010400.1,1294019,1305346,11327,islandpick
NC_010400.1,2272056,2296734,24678,islandpick
NC_010400.1,2380107,2389075,8968,islandpick
NC_010410.1,1318305,1340789,22484,islandpick
NC_010410.1,1898726,1907642,8916,islandpick
NC_010410.1,1913381,1923227,9846,islandpick
NC_010410.1,3613993,3652989,38996,islandpick
NC_010410.1,3653762,3684134,30372,islandpick
NC_008600.1,2363552,2374699,11147,islandpick
NC_008600.1,4248144,4259160,11016,islandpick
NC_004722.1,2392474,2422929,30455,islandpick
NC_004722.1,2588439,2598087,9648,islandpick
NC_004722.1,4386695,4405413,18718,islandpick
NC_004722.1,5010147,5018295,8148,islandpick
NC_004722.1,5018340,5029259,10919,islandpick
NC_010184.1,3663451,3673935,10484,islandpick
NC_003997.3,472370,483188,10818,islandpick
NC_003997.3,3762449,3772343,9894,islandpick
NC_003997.3,4841752,4858386,16634,islandpick
NC_003909.8,384107,434164,50057,islandpick
NC_003909.8,859295,884111,24816,islandpick
NC_003909.8,4256758,4285392,28634,islandpick
NC_007530.2,472370,483188,10818,islandpick
NC_007530.2,3762576,3772470,9894,islandpick
NC_007530.2,4841878,4858512,16634,islandpick
NC_009445.1,449143,458925,9782,islandpick
NC_009445.1,471502,488656,17154,islandpick
NC_009445.1,848939,862182,13243,islandpick
NC_009445.1,1319917,1345962,26045,islandpick
NC_009445.1,1361247,1372212,10965,islandpick
NC_009445.1,2318804,2372543,53739,islandpick
NC_009445.1,2393568,2406317,12749,islandpick
NC_009445.1,2434858,2444520,9662,islandpick
NC_009445.1,3407598,3417795,10197,islandpick
NC_009445.1,3789921,3834510,44589,islandpick
NC_009445.1,4555015,4596581,41566,islandpick
NC_009445.1,4610018,4618538,8520,islandpick
NC_009445.1,4938625,4953164,14539,islandpick
NC_009445.1,5014526,5034239,19713,islandpick
NC_009445.1,5393474,5403648,10174,islandpick
NC_009445.1,6423673,6437722,14049,islandpick
NC_009445.1,6575207,6584433,9226,islandpick
NC_009445.1,6625900,6645961,20061,islandpick
NC_009445.1,6661424,6670865,9441,islandpick
NC_009445.1,7321328,7331644,10316,islandpick
NC_009445.1,7333118,7357384,24266,islandpick
NC_009445.1,7358038,7394513,36475,islandpick
NC_009485.1,454481,475594,21113,islandpick
NC_009485.1,612115,633823,21708,islandpick
NC_009485.1,1022961,1048746,25785,islandpick
NC_009485.1,1048866,1067910,19044,islandpick
NC_009485.1,1079147,1090733,11586,islandpick
NC_009485.1,1094798,1114297,19499,islandpick
NC_009485.1,1115672,1124611,8939,islandpick
NC_009485.1,1131739,1143474,11735,islandpick
NC_009485.1,1143610,1168514,24904,islandpick
NC_009485.1,1294965,1337899,42934,islandpick
NC_009485.1,1341485,1353164,11679,islandpick
NC_009485.1,1514404,1531852,17448,islandpick
NC_009485.1,1532435,1542123,9688,islandpick
NC_009485.1,1542179,1551571,9392,islandpick
NC_009485.1,1595711,1616099,20388,islandpick
NC_009485.1,1627742,1638041,10299,islandpick
NC_009485.1,1638331,1664543,26212,islandpick
NC_009485.1,1665537,1683866,18329,islandpick
NC_009485.1,1983217,1994754,11537,islandpick
NC_009485.1,2583276,2593056,9780,islandpick
NC_009485.1,2595062,2604638,9576,islandpick
NC_009485.1,2605028,2618679,13651,islandpick
NC_009485.1,2618845,2628160,9315,islandpick
NC_009485.1,2649653,2665312,15659,islandpick
NC_009485.1,2665366,2681992,16626,islandpick
NC_009485.1,2682055,2694923,12868,islandpick
NC_009485.1,2721470,2733466,11996,islandpick
NC_009485.1,3530060,3542936,12876,islandpick
NC_009485.1,3583405,3592165,8760,islandpick
NC_009485.1,3861734,3887991,26257,islandpick
NC_009485.1,5069874,5088006,18132,islandpick
NC_009485.1,5090210,5107072,16862,islandpick
NC_009485.1,5195544,5208061,12517,islandpick
NC_009485.1,5362816,5377923,15107,islandpick
NC_009485.1,6020041,6048889,28848,islandpick
NC_009485.1,6234445,6244860,10415,islandpick
NC_009485.1,6250899,6260704,9805,islandpick
NC_009485.1,6619223,6633311,14088,islandpick
NC_009485.1,6640317,6651899,11582,islandpick
NC_009485.1,6851102,6898434,47332,islandpick
NC_009485.1,6909739,6917896,8157,islandpick
NC_009485.1,7025807,7038649,12842,islandpick
NC_009485.1,7089198,7099739,10541,islandpick
NC_009485.1,7118792,7130991,12199,islandpick
NC_009485.1,7602278,7629774,27496,islandpick
NC_009485.1,7634689,7643163,8474,islandpick
NC_009485.1,7643440,7653994,10554,islandpick
NC_009485.1,7656775,7675479,18704,islandpick
NC_009485.1,7798078,7808720,10642,islandpick
NC_009485.1,8089028,8100938,11910,islandpick
NC_009485.1,8144354,8174568,30214,islandpick
NC_009485.1,8182399,8203265,20866,islandpick
NC_005362.1,938816,946946,8130,islandpick
NC_005362.1,951776,960921,9145,islandpick
NC_014206.1,365185,374922,9737,islandpick
NC_008530.1,600688,680862,80174,islandpick
NC_008530.1,967893,978558,10665,islandpick
NC_008530.1,1451761,1464739,12978,islandpick
NC_005362.1,1434299,1444297,9998,islandpick
NC_005362.1,1291120,1331556,40436,islandpick
NC_005362.1,1057150,1065930,8780,islandpick
NC_013941.1,3182591,3201282,18691,islandpick
NC_013941.1,5207557,5228963,21406,islandpick
NC_013941.1,3733291,3742482,9191,islandpick
NC_013941.1,3259283,3292083,32800,islandpick
NC_014256.1,1179210,1187805,8595,islandpick
NC_014256.1,1591812,1600071,8259,islandpick
NC_013941.1,2448301,2459229,10928,islandpick
NC_006510.1,619610,628236,8626,islandpick
NC_006510.1,2913947,2922863,8916,islandpick
NC_006510.1,569165,580302,11137,islandpick
NC_006510.1,535573,546465,10892,islandpick
NC_013421.1,1899439,1908767,9328,islandpick
NC_013421.1,2630479,2640030,9551,islandpick
NC_013421.1,3288879,3296964,8085,islandpick
NC_013421.1,4501825,4512551,10726,islandpick
NC_013421.1,1507957,1519207,11250,islandpick
NC_013421.1,1706099,1714733,8634,islandpick
NC_013421.1,1816234,1829151,12917,islandpick
NC_013421.1,1875015,1899302,24287,islandpick
NC_013421.1,494703,512305,17602,islandpick
NC_013421.1,561382,570425,9043,islandpick
NC_013421.1,727921,744012,16091,islandpick
NC_013421.1,929046,938142,9096,islandpick
NC_013421.1,1180143,1189237,9094,islandpick
NC_013421.1,392117,400866,8749,islandpick
NC_012695.1,2125012,2139124,14112,islandpick
NC_012695.1,1982938,1992264,9326,islandpick
NC_012695.1,2081288,2093287,11999,islandpick
NC_012695.1,1505201,1529797,24596,islandpick
NC_012695.1,1483652,1502423,18771,islandpick
NC_012695.1,897087,932995,35908,islandpick
NC_012658.1,1419344,1428889,9545,islandpick
NC_002754.1,1551023,1560559,9536,islandpick
NC_002754.1,1560641,1573772,13131,islandpick
NC_002754.1,1620950,1630290,9340,islandpick
NC_002754.1,1712238,1723043,10805,islandpick
NC_012726.1,847252,861162,13910,islandpick
NC_012632.1,347389,360716,13327,islandpick
NC_012632.1,503298,511833,8535,islandpick
NC_012632.1,796661,805982,9321,islandpick
NC_002754.1,1317786,1329491,11705,islandpick
NC_002754.1,1395680,1406389,10709,islandpick
NC_002754.1,1206765,1223501,16736,islandpick
NC_002754.1,1140806,1156459,15653,islandpick
NC_012588.1,441861,453942,12081,islandpick
NC_012588.1,778649,787965,9316,islandpick
NC_002754.1,1106448,1114464,8016,islandpick
NC_012589.1,668664,678162,9498,islandpick
NC_002754.1,1460455,1474703,14248,islandpick
NC_012589.1,970089,982686,12597,islandpick
NC_012589.1,871653,881473,9820,islandpick
NC_012726.1,499615,507752,8137,islandpick
NC_009494.2,184784,203453,18669,islandpick
NC_012623.1,1770111,1780706,10595,islandpick
NC_002754.1,666861,676065,9204,islandpick
NC_012581.1,466348,476242,9894,islandpick
NC_012581.1,3756032,3767208,11176,islandpick
NC_012581.1,4844201,4860835,16634,islandpick
NC_012623.1,1851531,1860864,9333,islandpick
NC_002754.1,1183896,1204052,20156,islandpick
NC_013456.1,2273729,2286686,12957,islandpick
NC_005362.1,1958849,1970521,11672,islandpick
NC_013456.1,1857722,1873579,15857,islandpick
NC_013456.1,2188274,2196673,8399,islandpick
NC_013456.1,152168,161565,9397,islandpick
NC_013456.1,164835,179105,14270,islandpick
NC_013456.1,1811083,1823263,12180,islandpick
NC_012416.1,722860,734528,11668,islandpick
NC_012471.1,1255695,1267730,12035,islandpick
NC_012471.1,1211033,1230573,19540,islandpick
NC_012471.1,788812,798022,9210,islandpick
NC_011134.1,316406,326990,10584,islandpick
NC_011969.1,571042,581212,10170,islandpick
NC_011969.1,1963440,1971483,8043,islandpick
NC_011969.1,4789793,4797958,8165,islandpick
NC_013450.1,52725,68168,15443,islandpick
NC_013941.1,385818,397935,12117,islandpick
NC_013941.1,1591280,1616077,24797,islandpick
NC_013941.1,1759859,1772837,12978,islandpick
NC_009428.1,163849,172418,8569,islandpick
NC_009428.1,422283,447823,25540,islandpick
NC_009428.1,751913,799426,47513,islandpick
NC_009428.1,801155,813492,12337,islandpick
NC_009428.1,813904,823907,10003,islandpick
NC_009428.1,1306152,1355917,49765,islandpick
NC_009428.1,1441900,1454392,12492,islandpick
NC_009428.1,1454537,1473571,19034,islandpick
NC_009428.1,1575936,1597158,21222,islandpick
NC_009428.1,1850843,1876960,26117,islandpick
NC_009428.1,2085503,2112635,27132,islandpick
NC_009428.1,2120558,2160617,40059,islandpick
NC_009428.1,2883355,2905794,22439,islandpick
NC_011750.1,2002011,2025384,23373,islandpick
NC_011750.1,2589878,2599132,9254,islandpick
NC_011750.1,2758271,2777960,19689,islandpick
NC_011750.1,3545590,3563179,17589,islandpick
NC_011750.1,3589120,3604831,15711,islandpick
NC_011750.1,3608267,3617368,9101,islandpick
NC_011750.1,3617539,3639937,22398,islandpick
NC_011750.1,4393849,4412999,19150,islandpick
NC_011750.1,4419298,4432389,13091,islandpick
NC_011750.1,4777489,4800776,23287,islandpick
NC_011748.1,297585,312444,14859,islandpick
NC_011748.1,840396,858502,18106,islandpick
NC_011748.1,1104666,1115685,11019,islandpick
NC_011748.1,1124757,1136866,12109,islandpick
NC_011748.1,1408233,1426326,18093,islandpick
NC_011748.1,1430009,1450913,20904,islandpick
NC_011748.1,1784016,1800326,16310,islandpick
NC_011748.1,2712934,2727898,14964,islandpick
NC_011748.1,3224078,3239016,14938,islandpick
NC_011748.1,3342445,3354741,12296,islandpick
NC_011748.1,3356407,3365542,9135,islandpick
NC_011748.1,3428734,3450504,21770,islandpick
NC_011748.1,3467786,3486482,18696,islandpick
NC_011748.1,4746227,4755129,8902,islandpick
NC_011748.1,4764318,4785329,21011,islandpick
NC_011748.1,4786520,4802692,16172,islandpick
NC_011748.1,4981846,5000333,18487,islandpick
NC_011748.1,5029634,5039620,9986,islandpick
NC_011748.1,5058503,5070320,11817,islandpick
NC_011992.1,1648584,1660952,12368,islandpick
NC_011992.1,1977553,1988076,10523,islandpick
NC_011992.1,2264804,2273903,9099,islandpick
NC_011992.1,2856845,2868061,11216,islandpick
NC_011992.1,3384600,3394304,9704,islandpick
NC_011992.1,3402079,3434135,32056,islandpick
NC_011992.1,3434156,3453530,19374,islandpick
NC_010483.1,1144158,1153292,9134,islandpick
NC_011978.1,229318,240708,11390,islandpick
NC_011978.1,342567,364447,21880,islandpick
NC_011978.1,705121,716534,11413,islandpick
NC_011978.1,774320,784991,10671,islandpick
NC_009486.1,1107417,1118618,11201,islandpick
NC_011772.1,893021,908819,15798,islandpick
NC_011772.1,1875296,1885291,9995,islandpick
NC_011772.1,2346357,2362195,15838,islandpick
NC_008782.1,850979,868645,17666,islandpick
NC_008782.1,974802,989024,14222,islandpick
NC_008782.1,1420268,1429913,9645,islandpick
NC_008782.1,1441809,1454577,12768,islandpick
NC_008782.1,1545528,1553734,8206,islandpick
NC_008782.1,1553868,1565911,12043,islandpick
NC_008782.1,1574030,1594870,20840,islandpick
NC_008782.1,1607922,1616652,8730,islandpick
NC_008782.1,1616669,1632137,15468,islandpick
NC_008782.1,1646602,1659916,13314,islandpick
NC_008782.1,1934116,1957824,23708,islandpick
NC_008782.1,1963879,1973865,9986,islandpick
NC_008782.1,2218537,2227431,8894,islandpick
NC_008782.1,2231606,2242573,10967,islandpick
NC_008782.1,2278811,2297528,18717,islandpick
NC_008782.1,2320994,2334601,13607,islandpick
NC_008782.1,2346068,2356102,10034,islandpick
NC_008782.1,2689186,2709695,20509,islandpick
NC_008782.1,2841792,2851279,9487,islandpick
NC_008782.1,2851404,2867092,15688,islandpick
NC_008782.1,3116090,3128027,11937,islandpick
NC_008782.1,3190613,3209159,18546,islandpick
NC_008782.1,3210047,3219172,9125,islandpick
NC_008782.1,3222391,3237431,15040,islandpick
NC_008782.1,3793216,3804901,11685,islandpick
NC_007760.1,2130950,2143815,12865,islandpick
NC_007760.1,2623886,2638334,14448,islandpick
NC_007760.1,3128587,3139617,11030,islandpick
NC_007760.1,3139663,3149352,9689,islandpick
NC_007760.1,3673834,3709652,35818,islandpick
NC_007760.1,3719126,3728409,9283,islandpick
NC_007760.1,3742658,3754391,11733,islandpick
NC_011145.1,1738062,1748341,10279,islandpick
NC_011145.1,2262651,2272098,9447,islandpick
NC_011145.1,3743691,3752871,9180,islandpick
NC_011145.1,3759554,3777360,17806,islandpick
NC_011145.1,3780205,3788675,8470,islandpick
NC_011145.1,4374402,4389357,14955,islandpick
NC_011145.1,4428811,4437899,9088,islandpick
NC_011145.1,4447805,4464893,17088,islandpick
NC_011145.1,4637952,4647321,9369,islandpick
NC_014256.1,627834,636086,8252,islandpick
NC_005362.1,924648,938118,13470,islandpick
NC_005362.1,411527,441541,30014,islandpick
NC_013504.1,1083406,1095286,11880,islandpick
NC_013504.1,1040884,1051533,10649,islandpick
NC_013504.1,988624,1000932,12308,islandpick
NC_013504.1,1000994,1009464,8470,islandpick
NC_013504.1,953895,966576,12681,islandpick
NC_013504.1,943367,953745,10378,islandpick
NC_013941.1,266794,277405,10611,islandpick
NC_013016.1,1445351,1456370,11019,islandpick
NC_013016.1,1484481,1493600,9119,islandpick
NC_012917.1,663341,676768,13427,islandpick
NC_012917.1,1000107,1010097,9990,islandpick
NC_012917.1,2374560,2383873,9313,islandpick
NC_012917.1,3249538,3258881,9343,islandpick
NC_012917.1,3270905,3280530,9625,islandpick
NC_012917.1,3673015,3682381,9366,islandpick
NC_012988.1,350322,371718,21396,islandpick
NC_012988.1,787665,796161,8496,islandpick
NC_012988.1,1462065,1471601,9536,islandpick
NC_012988.1,1511402,1519741,8339,islandpick
NC_012988.1,2467743,2480833,13090,islandpick
NC_012988.1,2481597,2554164,72567,islandpick
NC_012988.1,2554807,2582997,28190,islandpick
NC_012988.1,3294789,3308277,13488,islandpick
NC_012988.1,4321319,4339894,18575,islandpick
NC_012988.1,5315409,5327320,11911,islandpick
NC_012808.1,61859,80757,18898,islandpick
NC_012808.1,1298551,1308031,9480,islandpick
NC_012808.1,1644844,1655300,10456,islandpick
NC_012808.1,1916948,1930887,13939,islandpick
NC_012808.1,1951426,1960376,8950,islandpick
NC_012808.1,2721233,2730924,9691,islandpick
NC_012808.1,2756659,2767641,10982,islandpick
NC_012808.1,2767866,2778714,10848,islandpick
NC_012808.1,2802429,2824914,22485,islandpick
NC_012808.1,2907188,2916483,9295,islandpick
NC_012808.1,2920954,2935677,14723,islandpick
NC_012808.1,4060204,4081100,20896,islandpick
NC_012808.1,4084951,4094122,9171,islandpick
NC_012808.1,4107674,4117514,9840,islandpick
NC_012731.1,604377,616213,11836,islandpick
NC_012731.1,616378,645170,28792,islandpick
NC_012731.1,2511449,2520589,9140,islandpick
NC_012731.1,2634044,2642978,8934,islandpick
NC_012731.1,3198584,3209155,10571,islandpick
NC_012731.1,4041475,4063879,22404,islandpick
NC_006570.2,1074262,1082897,8635,islandpick
NC_012967.1,3020086,3029525,9439,islandpick
NC_012759.1,2642799,2652672,9873,islandpick
NC_012759.1,4459535,4468680,9145,islandpick
NC_012846.1,1746280,1754893,8613,islandpick
NC_012846.1,1776231,1785409,9178,islandpick
NC_012846.1,1891255,1899872,8617,islandpick
NC_013118.1,1038883,1050627,11744,islandpick
NC_012856.1,647479,659105,11626,islandpick
NC_012856.1,659159,670150,10991,islandpick
NC_012856.1,1086656,1095654,8998,islandpick
NC_012856.1,2804514,2819030,14516,islandpick
NC_012856.1,2948799,2960846,12047,islandpick
NC_012856.1,3276120,3284125,8005,islandpick
NC_012850.1,191753,215568,23815,islandpick
NC_012850.1,455095,476471,21376,islandpick
NC_012850.1,1511662,1522610,10948,islandpick
NC_013199.1,692410,701117,8707,islandpick
NC_010999.1,382549,390797,8248,islandpick
NC_010999.1,928685,960702,32017,islandpick
NC_008526.1,347615,361200,13585,islandpick
NC_008526.1,570409,579046,8637,islandpick
